序号,自我肯定语-V1,字数,负责人,标注,备注,,,,,,,,,,,,,,,,
1822,我感谢每一次面试机会，视为自我成长,17,大卫,差,,,,,,,,,,,,,,,,,
1823,我将规划时间，逐步实现职业目标,15,大卫,差,,,,,,,,,,,,,,,,,
1824,我相信自己的潜力，准备好迎接新挑战,17,大卫,,,,,,,,,,,,,,,,,,
1825,我每天都朝着理想的工作迈进一小步,16,大卫,,,,,,,,,,,,,,,,,,
1826,我能以积极态度应对困难,11,大卫,,,,,,,,,,,,,,,,,,
1827,我不让恐惧定义我的行动,11,大卫,,,,,,,,,,,,,,,,,,
1828,我选择从小事做起，逐步建立信心,15,大卫,,,,,,,,,,,,,,,,,,
1829,我相信我能应对生活中的每一个挑战,16,大卫,,,,,,,,,,,,,,,,,,
1830,我保持冷静，理性分析每一种情况,15,大卫,,,,,,,,,,,,,,,,,,
1831,我适度准备，不给自己施加无谓的压力。,18,大卫,,,,,,,,,,,,,,,,,,
1832,我相信自己的实力，行动比过度准备更有力。,20,大卫,差,,,,,,,,,,,,,,,,,
1833,我敢于迎接挑战，不必事无巨细全准备。,18,大卫,差,,,,,,,,,,,,,,,,,
1834,我具备即兴应对的智慧，过度准备不是必需。,20,大卫,差,,,,,,,,,,,,,,,,,
1835,我自信而从容，无需过度准备也能应对自如。,20,大卫,差,,,,,,,,,,,,,,,,,
1836,我能在家庭冲突中保持冷静。,13,大卫,,,,,,,,,,,,,,,,,,
1837,我有能力化解误解和矛盾。,12,大卫,,,,,,,,,,,,,,,,,,
1838,我相信沟通能解决家庭中的问题。,15,大卫,差,,,,,,,,,,,,,,,,,
1839,我会用爱和理解来缓和紧张氛围。,15,大卫,,,,,,,,,,,,,,,,,,
1840,我能在纷争中找到和平的解决方案。,16,大卫,,,,,,,,,,,,,,,,,,
1841,我选择倾听他人，开放心扉。,13,大卫,,,,,,,,,,,,,,,,,,
1842,我有能力与他人建立深刻的联系。,15,大卫,,,,,,,,,,,,,,,,,,
1843,我欣赏每一次对话，它是成长的基石。,17,大卫,差,,,,,,,,,,,,,,,,,
1844,我乐于分享想法，这让我与众不同。,16,大卫,,,,,,,,,,,,,,,,,,
1845,我相信沟通是解决问题的第一步。,15,大卫,,,,,,,,,,,,,,,,,,
1846,我拥有社交的勇气，每一步都是新的开始。,19,大卫,,,,,,,,,,,,,,,,,,
1847,我理解自己，也愿意理解他人，这让我感到安心。,22,大卫,,,,,,,,,,,,,,,,,,
1848,我能够感受到与人交往的快乐，这是我的选择。,21,大卫,,,,,,,,,,,,,,,,,,
1849,我在社交中展现真实的自己，我为此感到自豪。,21,大卫,,,,,,,,,,,,,,,,,,
1850,我愿意主动与人建立联系，我相信这是成长的一部分。,24,大卫,,,,,,,,,,,,,,,,,,
1851,我有能力打破旧的模式，开拓新的社交圈。,19,大卫,差,,,,,,,,,,,,,,,,,
1852,我愿意主动跨出舒适区，迎接新的友谊。,18,大卫,,,,,,,,,,,,,,,,,,
1853,我善待自己的同时，也愿意倾听他人的声音。,20,大卫,喜欢,,,,,,,,,,,,,,,,,
1854,我勇敢地展现真实的自己，吸引志同道合的朋友。,22,大卫,喜欢,,,,,,,,,,,,,,,,,
1855,通过小步尝试，我重建充满活力的社交生活。,20,大卫,,,,,,,,,,,,,,,,,,
1856,我选择健康的生活方式，活出最好自己。,18,大卫,,,,,,,,,,,,,,,,,,
1857,我能够戒除不良习惯，拥抱积极的变化。,18,大卫,,,,,,,,,,,,,,,,,,
1858,我有能力控制欲念，追求健康和幸福。,17,大卫,,,,,,,,,,,,,,,,,,
1859,我相信改变从现在开始，我会越来越好。,18,大卫,,,,,,,,,,,,,,,,,,
1860,我珍惜自己的身体，决定选择健康的饮食。,19,大卫,,,,,,,,,,,,,,,,,,
1861,我有能力转化怨恨，找到宽恕的力量。,17,大卫,,,,,,,,,,,,,,,,,,
1862,我理解愤怒的源头，正逐步走向释然。,17,大卫,,,,,,,,,,,,,,,,,,
1863,我选择用爱和理解替代愤怒与怨恨。,16,大卫,,,,,,,,,,,,,,,,,,
1864,我将愤怒转化为动力，引导我向善而行。,18,大卫,,,,,,,,,,,,,,,,,,
1865,我能在挑战中找到力量,10,大卫,,,,,,,,,,,,,,,,,,
1866,我在困境中成长，变得更加坚韧,14,大卫,,,,,,,,,,,,,,,,,,
1867,即使感到无助，我也能鼓励自己前行,16,大卫,,,,,,,,,,,,,,,,,,
1868,每一次的挑战都是自我超越的机会,15,大卫,,,,,,,,,,,,,,,,,,
1869,我内心有光，能够照亮前行的道路,15,大卫,,,,,,,,,,,,,,,,,,
1870,我在孤独中找到了自我价值。,13,大卫,差,,,,,,,,,,,,,,,,,
1871,我能享受独处，这是自我成长的机会。,17,大卫,,,,,,,,,,,,,,,,,,
1872,我拥有面对孤独的勇气和智慧。,14,大卫,,,,,,,,,,,,,,,,,,
1873,我相信孤独是通往自我了解的桥梁。,16,大卫,差,,,,,,,,,,,,,,,,,
1874,我通过自我对话，发现内心的力量和平静。,19,大卫,,,,,,,,,,,,,,,,,,
1875,我内心的力量是坚不可摧的堡垒。,15,大卫,,,,,,,,,,,,,,,,,,
1876,我能在任何风雨中找到避风的港湾。,16,大卫,,,,,,,,,,,,,,,,,,
1877,我的每一步都踏实而坚定。,12,大卫,,,,,,,,,,,,,,,,,,
1878,我相信自己能够安稳地面对每一个挑战。,18,大卫,,,,,,,,,,,,,,,,,,
1879,我拥有内在的宁静，无需外界证明。,16,大卫,,,,,,,,,,,,,,,,,,
1880,我能够通过积极行动减轻焦虑。,14,大卫,,,,,,,,,,,,,,,,,,
1881,我将专注于提升自我能力，增强经济独立。,19,大卫,,,,,,,,,,,,,,,,,,
1882,我感谢每一次挑战，它们是我成长的催化剂。,20,大卫,,,,,,,,,,,,,,,,,,
1883,我坚信自己的价值，不以物质衡量。,16,大卫,,,,,,,,,,,,,,,,,,
1884,我选择保持乐观，相信未来充满无限可能。,19,大卫,,,,,,,,,,,,,,,,,,
1885,我拥有改变未来的力量。,11,大卫,,,,,,,,,,,,,,,,,,
1886,我的职业道路充满无限可能。,13,大卫,差,,,,,,,,,,,,,,,,,
1887,每一步都是我成长的见证。,12,大卫,喜欢,,,,,,,,,,,,,,,,,
1888,我在挑战中发现新的机会。,12,大卫,,,,,,,,,,,,,,,,,,
1889,我对未来充满希望和信心。,12,大卫,,,,,,,,,,,,,,,,,,
1890,我以平和心态面对生活的波折。,14,大卫,,,,,,,,,,,,,,,,,,
1891,我内心充满爱和希望，勇往直前。,15,大卫,喜欢,,,,,,,,,,,,,,,,,
1892,我选择积极态度，迎接每一个挑战。,16,大卫,,,,,,,,,,,,,,,,,,
1893,我感恩每一次经历，它们铸就今天的我。,18,大卫,,,,,,,,,,,,,,,,,,
1894,我在困境中发现自我，我有能力超越。,17,大卫,,,,,,,,,,,,,,,,,,
1895,我拥有战胜挑战的勇气。,11,大卫,,,,,,,,,,,,,,,,,,
1896,我选择乐观，生活便充满阳光。,14,大卫,,,,,,,,,,,,,,,,,,
1897,我理解到每个选择都有它的意义。,15,大卫,,,,,,,,,,,,,,,,,,
1898,我感激每一次的成长机会。,12,大卫,,,,,,,,,,,,,,,,,,
1899,我有能力创造自己的幸福。,12,大卫,,,,,,,,,,,,,,,,,,
1900,我欣赏自己的勇气与决断。,12,大卫,喜欢,,,,,,,,,,,,,,,,,
1901,我接纳自己的不完美，它使我更真实。,17,大卫,喜欢,,,,,,,,,,,,,,,,,
1902,我选择相信自己，坚持不懈。,13,大卫,,,,,,,,,,,,,,,,,,
1903,我内心的平静是我力量的源泉。,14,大卫,,,,,,,,,,,,,,,,,,
1904,我以积极的态度面对生活中的每一个挑战。,19,大卫,,,,,,,,,,,,,,,,,,
1905,每一次挑战都是我成长的机会。,14,大卫,,,,,,,,,,,,,,,,,,
1906,我的内心充满爱与光明。,11,大卫,喜欢,,,,,,,,,,,,,,,,,
1907,我勇敢面对生活中的每一个转折。,15,大卫,,,,,,,,,,,,,,,,,,
1908,我以积极的态度迎接每一天。,13,大卫,,,,,,,,,,,,,,,,,,
1909,我相信自己能跨越眼前的障碍。,14,大卫,,,,,,,,,,,,,,,,,,
1910,我在困境中找到成长的力量。,13,大卫,,,,,,,,,,,,,,,,,,
1911,我有能力塑造自己的未来。,12,大卫,,,,,,,,,,,,,,,,,,
1912,我欣赏自己每一个微小的进步。,14,大卫,喜欢,,,,,,,,,,,,,,,,,
1913,我的内心充满勇气和希望。,12,大卫,喜欢,,,,,,,,,,,,,,,,,
