序号,自我肯定语
2904,我选择走一条充满喜悦和爱的道路。
2905,生活给了我所需的一切。
2906,一箪食，一瓢饮，我也乐在其中。
2907,我是安全的。
2908,我需要的东西总是在合适的时候出现。
2909,我心满意足。
2910,我独一无二。
2911,我是被爱着的。
2912,这个世界上有我的一席之地。
2913,我可以寻求帮助。
2914,我很有价值。
2915,我让自己留在对我好的人身边。
2916,任何人都不可能比我成为更好的我。
2917,我是一个值得敬畏和欣赏的存在。
2918,我喜欢每一种成就我的特质。
2919,世界上只有一个我，我敢于提出我的要求。
2920,我有权选择和谁交往。
2921,因为我尊重事实，所以我能变强。
2922,我是一个比我观察到的更有能力的人。
2923,只要我想，我就能充满自信地生活。
2924,我潜力无限。
2925,我为自己的每一分努力感到骄傲。
2926,我敢于与众不同。
2927,我觉得现在的自己很好，我也会爱我正在成为的那个自己。
2928,我是自己人生的缔造者。
2929,我不审判自己。
2930,我足够好。
2931,我可以做到。
2932,我的美超越于大众的标准答案。
2933,我能自然地得到美的自由。
2934,我的美无法被分类、打分。
2935,我的美值得被尊敬。
2936,我的性感会被足够强的人欣赏。
2937,我知道并不是出了不好的结果就一定存在着问题。
2938,我的生命经验独特、美丽且唯一。
2939,我毫不吝啬地夸奖自己做的很好的部分。
2940,我的过去定义不了我。
2941,我和我的过去和解，因为是它造就了现在的我。
2942,我选择放下我制造出来的内在恐惧。
2943,过去已成过去，而我将继续向前。
2944,我比自己预想的更强大。
2945,我感恩我拥有的一切。
2946,不管发生什么事都不影响我内心的平静。
2947,我可以与自然有良好的关系。
2948,我总能找到事物积极的一面。
2949,我善于发现生活的乐趣。
2950,我不为明天忧虑。
2951,我与健康、幸福、成功的生活链接。
2952,我正在尽我所能，这就够了。
2953,我会放松下来，不去想我无法控制的事情。
2954,我选择思考积极的事物。
2955,我每天都变得更自在。
2956,无论我在一天中遭受了什么样的挫折，我总能恢复平静和镇定。
2957,犯错也无妨。
2958,我是人，我是可以犯错的。
2959,一生的幸福需要用每一天每一刻来培养。
2960,我对明天可能发生的一切怀抱希望。
2961,我知道失去是得到的一部分。
2962,我看到了客观规律对我的无比可靠的承诺。
2963,我能把控自己的情绪。
2964,我比我的恐惧更强大。
2965,感觉身陷困境只是一种感觉，而不是事实。
2966,有时我可能会害怕，但我不会停下。
2967,我为胜利而庆祝，无论是大是小。
2968,我唯一可以比较的人就是昨天的我自己。
2969,我有能力接受自己的想法、行为、言语以及后果。
2970,我有力量度过难关。
2971,我不再纠结自己本应做到的事，而是做我现在可以做的事情。
2972,每一天我都在练习变得越来越镇定。
2973,我可以在没有把握的事情中学习如何镇定。
2974,我会放下自己对今天的设想，接受生活的不完美。
2975,我会接受自己无法改变的东西，并唤起勇气去改变我能改变的东西。
2976,感到害怕也无妨，无论如何我都会坚持下去。
2977,今天我会尽力而为。
2978,生活有许多起起落落，但无论如何我都能保持冷静并脚踏实地。
2979,我会没事的。
2980,我的生命是一个奇迹。
2981,我的存在很重要。
2982,我珍惜自己的生命。
2983,我的生命值得好好地过。
2984,我的生命非常有价值。
2985,我允许自己感到快乐。
2986,会等的人可以看到很多奇迹。
2987,今天我选择幸福。
2988,幸福始于我自己，且只始于我自己。
2989,有时候难过也没关系。
2990,就算不开心也无妨。
2991,我明白改变需要时间，我对自己有耐心。
2992,我克服过很多困难，这一次我也能克服。
2993,我只是感到不舒服，这很正常，我会挺过去的。
2994,会过去的，这件事也会。
2995,此时此刻一切都很美好。
2996,我会与自己和解。
2997,这种不适感是暂时的。
2998,这是我作为人类的正常感觉。
2999,我选择怀抱希望。
3000,今天是新的一天。
3001,以前我挺过去了，现在我也能挺过去。
3002,我骄傲我成功度过了那些糟糕的日子。
3003,我会提醒自己，我有能力再次愉快起来。
3004,我有能力感觉良好、积极和满足。
3005,我所度过的每一个艰难日子都向我揭示了我的力量。
3006,一天的糟糕经历不会让我变成一个坏人，它只说明我是人。
3007,我会在最微小的日常事物中找到幸福。
3008,我每天都会寻找感恩的理由。
3009,今天我很开心。
3010,一切都很好，而且会变得更好。
3011,我很感激自己还有一个遮风避雨的地方。
3012,我对生命中已经拥有的一切心怀感激。
3013,我的生活充满喜悦和幸福，我选择完全享受我的生活。
3014,很高兴我还活着。
3015,我对所有来到我身边的美好事物心怀感激。
3016,今天是我余生的第一天。
3017,我会带着热情和幽默生活。
3018,我的生命是有意义的。
3019,当我意识到我生命中的各种幸运之处，我自然而然变得快乐了。
3020,无论今天发生什么，我仍然对自己的未来抱有希望和期待。
3021,上天的爱从始至终笼罩着我。
3022,我被全然接纳，全然鼓励。
3023,我把快乐视为我在历史面前的义务。
3024,那些无法改变的事我会释怀的。
3025,我可以全身心地参与生活。
3026,我总能从朋友那里获得支持。
3027,我敢于做那个跨出第一步的人。
3028,我自足自乐并能将这自足自乐感染周围的人。
3029,我可以是朋友们的快乐源泉。
3030,我对我的朋友心怀感激。
3031,我对那些推动我成长的人心怀感激。
3032,我能看到并欣赏每个人身上的光芒，包括我自己的。
3033,我接受别人的帮助，让负重前行的日子变得更轻松。
3034,我对朋友们的支持心怀感激。
3035,我有权拒绝契约义务之外的事。
3036,我把别人的人生课题交还给他自己。
3037,慷慨大方并与他人分享的感觉很棒。
3038,我可以尝试理解他人的想法和感受。
3039,我正在创造一个充满爱和理解的环境。
3040,我以开放的心态和充满爱的耳朵去倾听。
3041,我身上的那些优秀品质别人能看到，我也会让自己看到。
3042,我很感激那些教会我如何爱自己的人。
3043,我接纳自己。
3044,我用心地关照我的身体。
3045,我珍惜自己的身体。
3046,我用心地关照身体和心灵。
3047,我允许自己休息。
3048,我会优先考虑我的健康和安宁。
3049,我决定享受美好的今天。
3050,我愿意照顾好自己。
3051,我满怀爱意地聆听自己身体的讯息。
3052,我爱我自己。
3053,我愿意包容现在最需要爱护的那部分自己。
3054,我接纳、欣赏和爱护自己，不带任何条件。
3055,爱从我自己开始。
3056,我的身体是给我的礼物，我以爱和尊重来对待它。
3057,我允许自己感受所有的情绪。
3058,我对自己很温柔，就像对待朋友那样。
3059,我允许自己受到照顾，就像我照顾别人那样。
3060,我睡前的最后一个想法是感激我的思想和身体在今天为我所做的一切。
3061,现在的我比过去的我更重要。
3062,我可以拥有更好的生活。
3063,我会照顾好自己，这样才能长久陪伴在我爱的人身边。
3064,我接纳并爱护真实的自己。
3065,我爱我的身体，因为它能做到许多了不起的事。
3066,我爱自己，我努力为自己争取更多的选择。
3067,我应该照顾好自己的身体，因此我会补充营养、强身健体。
3068,我有勇气选择在什么时候离开对我不利的事物。
3069,我会让我的精神得到滋养，我会锻炼身体，我会集中精神，这是属于我的时间。
3070,我需要像宽恕他人那样宽恕自己。
3071,我选择做那些我知道能改善生活的事情。
3072,我努力让美好的事物出现在我的生活中。
3073,我通过成为最好的自己来表达对自己的爱护和欣赏。
3074,我正在尽我所能，我也乐在其中。
3075,我相信我需要的一切都会在需要时到来。
3076,我遇到的每个问题都有出路。
3077,我正在尽我所能，这是一件美妙的事情。
3078,世界总能给我发光的机会。
3079,今天我将做一些未来的自己会引以为豪的事情。
3080,我的兴趣可以改变世界。
3081,我坚定，因为我知道自己该做什么。
3082,我愿意付诸行动。
3083,我有勇气应对挑战。
3084,我的生命在我手中，由我控制。
3085,我有能力超脱一切干扰，尊重和接受现状，并争取最大可能的未来。
3086,我说话做事追求确切、踏实、具体。
3087,我有潜力达成我的目标。
3088,每一天我都有微小的进步。
3089,我正在逐步迈向自我实现。
3090,我准备好了。
3091,我正在成为最好的自己。
3092,我爱我正在成为的那个自己。
3093,我准备好开启新的人生篇章了。
3094,我很勇敢，我为自己挺身而出。
3095,我决定亲自撰写我的人生故事。
3096,困境帮助我成长。
3097,我有能力学习任何我真正想学的东西。
3098,我势不可挡。
3099,每一天我都离实现梦想更近一步。
3100,我抛下绊住我的过去，勇往直前。
3101,在尝试所有的可能性之前，我没有资格认为这件事我做不成。
3102,我将困难视为学习的机会。
3103,我在别人身上看到了激励我改进自己的东西。
3104,我正在完成了不起的事情。
3105,我总是乐于学习新事物。
3106,当我朝着我的目标努力时，我势不可挡。
3107,我对这个世界有所贡献。
3108,我正在整理我的生活，以便开拓和成长。
3109,我的梦想很重要，值得去追求。
3110,我会利用这些艰难的日子来成为一个更好的人。
3111,我正在做一些小改进以带来更大的结果。
3112,我专注于自己能控制和想要提升的东西。
